Country,Year,Food_Category,Total_Waste_Tons,Economic_Loss_Million_USD,Avg_Waste_per_Capita_Kg,Population_Million,Household_Waste_Pct,Continent,Industrial_Waste_Pct
Spain,2023,Beverages,12867.49,"$11,675.71",143.76,1362.9,30.38,Europe,69.62
Mexico,2019,Meat & Seafood,37194.78,"$43,703.78",68.81,775.2,48.20,North America,51.8
Mexico,2019,Frozen Food,3993.22,"$3,454.43",151.18,157.7,43.83,North America,56.17
Italy,2021,Dairy Products,31182.53,"$31,161.02",183.17,133.3,36.00,Europe,64
India,2024,Prepared Food,35856.35,"$42,291.85",177.24,989.0,45.60,Asia,54.4
South Korea,2020,Frozen Food,10405.43,"$9,767.52",186.44,349.3,66.96,Asia,33.04
Italy,2021,Dairy Products,7672.50,"$7,663.77",32.77,1010.8,59.17,Europe,40.83
Indonesia,2023,Beverages,37381.05,"$43,622.57",28.71,607.0,51.34,Asia,48.66
Italy,2023,Dairy Products,28851.40,"$25,076.78",73.23,689.4,41.97,Europe,58.03
Spain,2020,Bakery Items,10321.08,"$10,177.93",35.41,902.1,50.09,Europe,49.91
Indonesia,2019,Grains & Cereals,7894.84,"$8,079.17",23.45,430.1,62.57,Asia,37.43
India,2024,Prepared Food,11614.12,"$9,959.10",75.21,1290.5,55.98,Asia,44.02
USA,2018,Bakery Items,40283.96,"$33,458.98",183.93,571.9,31.75,North America,68.25
China,2024,Prepared Food,12738.75,"$11,551.29",132.52,807.3,61.92,Asia,38.08
Turkey,2018,Beverages,24278.95,"$25,035.47",187.54,218.8,64.88,Asia,35.12
South Korea,2024,Bakery Items,24536.44,"$24,892.30",147.49,305.2,54.25,Asia,45.75
Canada,2021,Prepared Food,12389.85,"$10,564.07",175.53,349.0,56.96,North America,43.04
Germany,2021,Beverages,18818.08,"$18,033.21",181.46,635.1,55.97,Europe,44.03
Australia,2020,Grains & Cereals,30320.10,"$32,226.91",30.64,675.8,41.38,Oceania,58.62
USA,2020,Beverages,10418.23,"$11,826.26",57.24,627.2,41.05,North America,58.95
Saudi Arabia,2021,Prepared Food,13520.77,"$14,479.32",161.71,887.3,53.37,Asia,46.63
Canada,2018,Beverages,2682.54,"$3,086.07",61.92,707.4,56.40,North America,43.6
Mexico,2023,Grains & Cereals,47074.42,"$50,848.46",128.51,124.8,64.75,North America,35.25
USA,2021,Frozen Food,1329.45,"$1,078.07",75.85,816.3,32.34,North America,67.66
Italy,2021,Prepared Food,10144.00,"$10,236.01",114.31,1040.3,50.05,Europe,49.95
Canada,2022,Frozen Food,26936.48,"$27,192.47",93.51,193.6,33.50,North America,66.5
Spain,2023,Prepared Food,47691.12,"$42,560.60",97.16,476.4,39.74,Europe,60.26
Spain,2024,Beverages,11463.72,"$10,968.53",40.79,727.1,50.16,Europe,49.84
Australia,2021,Bakery Items,6608.38,"$6,213.40",38.13,311.3,53.58,Oceania,46.42
Japan,2023,Dairy Products,47354.14,"$37,996.01",103.25,350.6,50.00,Asia,50
Brazil,2023,Prepared Food,49231.61,"$45,743.90",43.04,971.5,39.59,South America,60.41
USA,2024,Prepared Food,28293.20,"$27,917.29",136.94,1276.8,57.11,North America,42.89
Australia,2018,Dairy Products,22602.91,"$20,190.34",83.28,1323.1,68.33,Oceania,31.67
UK,2021,Bakery Items,15393.58,"$14,761.96",181.57,242.7,69.69,Europe,30.31
Germany,2023,Beverages,29574.47,"$34,769.68",136.65,495.1,51.01,Europe,48.99
Germany,2023,Beverages,6355.69,"$6,599.21",37.45,821.1,30.92,Europe,69.08
India,2020,Beverages,17056.13,"$17,884.77",149.27,1382.2,40.42,Asia,59.58
South Korea,2021,Beverages,40625.93,"$36,992.57",39.86,883.4,52.06,Asia,47.94
Saudi Arabia,2019,Beverages,3365.20,"$3,182.65",100.43,16.7,69.53,Asia,30.47
France,2022,Frozen Food,21759.95,"$20,158.29",178.59,267.8,68.79,Europe,31.21
Turkey,2019,Dairy Products,24930.08,"$26,461.72",127.68,95.5,44.17,Asia,55.83
Australia,2019,Meat & Seafood,19096.71,"$18,273.39",128.92,481.0,62.67,Oceania,37.33
Germany,2024,Fruits & Vegetables,38728.72,"$35,494.63",160.46,160.6,62.81,Europe,37.19
Turkey,2018,Beverages,35649.51,"$30,541.38",67.02,653.7,35.02,Asia,64.98
Japan,2018,Bakery Items,47890.20,"$49,580.18",145.56,668.1,55.47,Asia,44.53
South Korea,2020,Bakery Items,8003.98,"$6,499.63",75.42,48.0,57.46,Asia,42.54
France,2018,Prepared Food,22064.87,"$20,476.45",113.47,243.3,39.82,Europe,60.18
Germany,2024,Frozen Food,3513.33,"$4,052.67",133.87,363.3,54.85,Europe,45.15
Canada,2023,Bakery Items,48403.15,"$54,948.50",175.17,160.1,36.30,North America,63.7
Canada,2019,Grains & Cereals,18317.53,"$19,745.29",74.40,403.4,33.95,North America,66.05
France,2024,Prepared Food,11808.79,"$9,716.69",26.98,929.6,47.29,Europe,52.71
Spain,2018,Prepared Food,6439.20,"$5,394.10",26.84,93.2,51.99,Europe,48.01
Spain,2024,Frozen Food,43174.51,"$44,863.41",106.07,1045.3,66.83,Europe,33.17
Russia,2021,Dairy Products,48267.58,"$51,264.82",36.41,330.8,57.51,Europe,42.49
Canada,2024,Frozen Food,29213.17,"$32,840.66",196.08,720.3,61.88,North America,38.12
Italy,2020,Frozen Food,8903.52,"$9,527.79",47.76,1394.7,38.95,Europe,61.05
South Korea,2022,Beverages,23262.53,"$25,824.94",75.90,1263.7,30.63,Asia,69.37
Russia,2023,Fruits & Vegetables,30114.14,"$35,677.05",48.90,609.9,49.16,Europe,50.84
China,2024,Bakery Items,45901.37,"$45,831.98",85.68,1026.2,49.64,Asia,50.36
Spain,2019,Meat & Seafood,48620.25,"$50,301.37",173.14,516.4,31.30,Europe,68.7
Argentina,2020,Grains & Cereals,32827.88,"$34,463.61",140.44,437.7,68.53,South America,31.47
Saudi Arabia,2023,Bakery Items,40840.50,"$38,524.82",141.79,1368.7,41.50,Asia,58.5
Brazil,2023,Prepared Food,18777.45,"$20,043.85",126.60,744.7,41.41,South America,58.59
Italy,2023,Meat & Seafood,26903.69,"$24,908.69",35.10,623.3,41.26,Europe,58.74
USA,2022,Dairy Products,25753.42,"$25,942.47",71.51,577.1,65.23,North America,34.77
Indonesia,2019,Dairy Products,27999.75,"$26,735.28",92.09,593.3,33.81,Asia,66.19
China,2021,Prepared Food,12115.15,"$14,281.97",190.82,58.0,49.03,Asia,50.97
Argentina,2023,Prepared Food,12372.33,"$12,415.82",138.17,1138.3,52.01,South America,47.99
South Africa,2024,Prepared Food,17657.47,"$18,438.18",75.73,276.6,47.82,Africa,52.18
Germany,2019,Fruits & Vegetables,3536.85,"$3,057.20",48.25,113.8,66.44,Europe,33.56
Indonesia,2023,Fruits & Vegetables,18031.41,"$19,215.43",85.46,365.5,36.96,Asia,63.04
Spain,2023,Bakery Items,5790.86,"$5,547.58",28.85,1214.9,45.32,Europe,54.68
Germany,2018,Fruits & Vegetables,13636.34,"$15,668.20",37.10,979.1,48.46,Europe,51.54
Argentina,2018,Grains & Cereals,49181.19,"$58,225.68",87.31,222.3,31.87,South America,68.13
France,2023,Bakery Items,44497.57,"$46,476.28",172.75,247.5,57.00,Europe,43
South Korea,2024,Prepared Food,30053.52,"$34,959.69",133.09,1193.7,57.82,Asia,42.18
Spain,2021,Bakery Items,11568.16,"$9,672.02",97.03,1370.9,33.18,Europe,66.82
Japan,2020,Frozen Food,5266.26,"$5,549.69",25.38,1303.2,34.66,Asia,65.34
Argentina,2019,Dairy Products,31877.19,"$35,845.52",130.19,887.5,53.39,South America,46.61
USA,2024,Prepared Food,4538.11,"$4,999.14",26.16,932.9,61.71,North America,38.29
Germany,2022,Dairy Products,6965.54,"$6,131.14",174.30,84.6,31.59,Europe,68.41
Turkey,2019,Fruits & Vegetables,27308.53,"$30,169.81",145.63,1217.2,62.68,Asia,37.32
Italy,2022,Beverages,13803.00,"$12,865.32",185.07,957.4,66.26,Europe,33.74
Indonesia,2022,Fruits & Vegetables,2428.52,"$2,418.17",52.27,70.7,61.93,Asia,38.07
France,2021,Beverages,2584.39,"$2,194.85",43.57,1142.6,62.44,Europe,37.56
UK,2020,Fruits & Vegetables,17092.31,"$14,508.60",109.47,834.9,57.62,Europe,42.38
Indonesia,2024,Frozen Food,27988.79,"$32,506.92",60.95,543.4,56.63,Asia,43.37
Turkey,2018,Dairy Products,28969.00,"$23,933.02",164.35,855.1,47.29,Asia,52.71
Argentina,2024,Bakery Items,46936.57,"$47,407.60",87.18,1057.2,35.09,South America,64.91
China,2021,Grains & Cereals,3242.71,"$3,746.18",160.22,966.5,39.96,Asia,60.04
USA,2022,Fruits & Vegetables,46965.32,"$54,387.08",173.34,948.5,44.49,North America,55.51
Spain,2024,Fruits & Vegetables,2283.10,"$2,654.60",116.93,344.8,49.01,Europe,50.99
South Korea,2021,Meat & Seafood,11088.64,"$11,899.26",194.12,67.8,69.17,Asia,30.83
Japan,2024,Grains & Cereals,1899.36,"$2,058.86",49.89,955.1,55.36,Asia,44.64
Canada,2020,Meat & Seafood,46552.07,"$47,859.25",52.98,1217.9,41.51,North America,58.49
Japan,2024,Meat & Seafood,37391.39,"$39,782.84",133.13,732.2,42.74,Asia,57.26
Brazil,2022,Bakery Items,7366.15,"$6,829.31",58.14,1384.8,46.29,South America,53.71
Russia,2019,Fruits & Vegetables,23779.37,"$21,406.66",46.56,920.1,43.06,Europe,56.94
Germany,2020,Beverages,10337.47,"$9,683.93",113.35,206.7,68.49,Europe,31.51
Brazil,2021,Grains & Cereals,41640.33,"$43,340.61",191.43,345.0,65.66,South America,34.34
Russia,2019,Prepared Food,21968.71,"$22,440.31",26.83,906.9,56.18,Europe,43.82
Indonesia,2018,Bakery Items,26762.30,"$31,233.33",118.97,849.8,58.74,Asia,41.26
Saudi Arabia,2019,Beverages,43125.30,"$42,468.90",137.49,304.7,31.72,Asia,68.28
Turkey,2022,Fruits & Vegetables,8983.57,"$7,739.29",190.57,146.6,53.63,Asia,46.37
Spain,2021,Meat & Seafood,7873.09,"$6,701.54",22.45,690.8,40.38,Europe,59.62
Germany,2024,Frozen Food,24319.52,"$28,927.51",77.55,162.2,34.26,Europe,65.74
Italy,2021,Dairy Products,18546.11,"$20,056.32",101.23,223.0,37.61,Europe,62.39
Saudi Arabia,2023,Beverages,7137.78,"$8,416.94",55.96,552.9,35.40,Asia,64.6
Brazil,2021,Fruits & Vegetables,984.24,"$1,145.43",66.26,250.7,58.75,South America,41.25
Japan,2018,Fruits & Vegetables,6945.83,"$7,957.41",138.30,423.6,49.16,Asia,50.84
Mexico,2020,Grains & Cereals,26627.11,"$25,354.01",192.78,909.7,47.93,North America,52.07
South Africa,2023,Frozen Food,18189.87,"$16,385.44",92.06,922.1,46.46,Africa,53.54
India,2018,Beverages,20373.65,"$16,421.79",152.54,1319.8,38.46,Asia,61.54
Canada,2019,Grains & Cereals,16467.12,"$17,287.74",27.18,445.2,49.26,North America,50.74
Argentina,2019,Dairy Products,21037.73,"$22,514.98",153.85,1031.0,36.13,South America,63.87
Indonesia,2019,Meat & Seafood,36073.05,"$31,463.71",169.16,1279.8,60.87,Asia,39.13
Germany,2020,Bakery Items,3079.36,"$3,527.00",195.07,782.8,64.31,Europe,35.69
South Korea,2024,Prepared Food,35706.01,"$31,406.22",162.59,1276.6,56.51,Asia,43.49
Canada,2023,Beverages,5754.93,"$4,784.14",79.15,313.1,63.89,North America,36.11
China,2020,Beverages,13026.67,"$13,313.56",158.25,1052.7,58.18,Asia,41.82
India,2020,Fruits & Vegetables,3279.14,"$2,760.93",35.35,726.7,54.27,Asia,45.73
Spain,2023,Frozen Food,13016.73,"$15,553.12",92.19,746.3,40.14,Europe,59.86
Spain,2019,Meat & Seafood,9304.41,"$8,444.00",140.98,148.1,68.98,Europe,31.02
UK,2024,Frozen Food,20686.92,"$24,116.77",84.96,894.2,46.65,Europe,53.35
Turkey,2019,Meat & Seafood,48460.20,"$51,958.64",102.93,900.4,66.22,Asia,33.78
South Korea,2020,Fruits & Vegetables,39265.39,"$44,449.77",157.66,509.8,48.73,Asia,51.27
South Africa,2018,Prepared Food,8152.32,"$7,400.81",138.08,1378.4,34.37,Africa,65.63
USA,2022,Bakery Items,22652.62,"$25,093.08",123.30,1249.6,64.54,North America,35.46
USA,2019,Prepared Food,38067.96,"$31,816.14",35.07,341.2,51.86,North America,48.14
UK,2022,Frozen Food,35280.50,"$35,456.50",199.44,859.1,60.34,Europe,39.66
Japan,2018,Frozen Food,1788.01,"$1,952.56",159.02,430.1,68.52,Asia,31.48
Spain,2020,Bakery Items,9646.20,"$9,480.76",116.66,139.0,63.29,Europe,36.71
Turkey,2022,Meat & Seafood,41263.64,"$35,583.19",37.78,417.2,40.68,Asia,59.32
Russia,2022,Grains & Cereals,6234.85,"$7,062.98",21.23,508.8,64.79,Europe,35.21
India,2019,Frozen Food,45354.77,"$41,336.72",99.36,464.5,69.32,Asia,30.68
Spain,2019,Prepared Food,9084.03,"$9,204.48",170.75,1145.2,69.71,Europe,30.29
Spain,2021,Meat & Seafood,10339.44,"$10,235.95",55.67,885.0,43.93,Europe,56.07
Saudi Arabia,2018,Grains & Cereals,41688.48,"$39,891.05",116.11,516.2,62.66,Asia,37.34
Spain,2018,Beverages,48530.06,"$49,974.84",58.56,652.6,69.91,Europe,30.09
Argentina,2024,Prepared Food,22659.37,"$26,691.89",78.15,1129.9,56.07,South America,43.93
China,2020,Grains & Cereals,49413.98,"$43,555.28",171.55,664.2,47.65,Asia,52.35
South Korea,2023,Grains & Cereals,27421.17,"$22,348.60",84.80,916.0,35.38,Asia,64.62
Turkey,2024,Grains & Cereals,14393.52,"$12,636.77",189.58,407.1,31.49,Asia,68.51
Mexico,2022,Bakery Items,16359.00,"$17,432.88",197.08,525.4,49.28,North America,50.72
Canada,2023,Meat & Seafood,8175.92,"$8,432.60",34.19,294.2,30.73,North America,69.27
Argentina,2023,Beverages,41797.93,"$40,312.72",74.46,448.3,57.45,South America,42.55
Spain,2019,Beverages,11452.87,"$9,426.67",146.18,175.8,61.91,Europe,38.09
Japan,2024,Frozen Food,28821.56,"$29,584.17",152.78,1080.6,59.78,Asia,40.22
Indonesia,2019,Beverages,26800.13,"$30,406.55",118.95,1329.4,40.47,Asia,59.53
South Korea,2021,Grains & Cereals,29613.99,"$33,330.62",71.21,684.8,37.55,Asia,62.45
Spain,2024,Prepared Food,12524.47,"$10,671.38",180.96,1153.4,51.93,Europe,48.07
Russia,2024,Fruits & Vegetables,563.82,$483.70,87.46,936.5,53.48,Europe,46.52
Mexico,2023,Frozen Food,24218.15,"$20,941.25",143.37,1258.7,36.81,North America,63.19
China,2018,Frozen Food,23253.20,"$19,750.56",160.16,424.1,51.44,Asia,48.56
Saudi Arabia,2024,Grains & Cereals,45925.08,"$47,953.86",99.48,1383.2,60.00,Asia,40
Brazil,2023,Meat & Seafood,15173.08,"$12,308.37",130.24,878.4,54.07,South America,45.93
South Korea,2021,Prepared Food,46712.67,"$55,490.15",46.92,680.4,43.78,Asia,56.22
Canada,2018,Dairy Products,48132.63,"$51,767.74",54.74,254.7,35.77,North America,64.23
Indonesia,2018,Beverages,30206.43,"$26,359.24",92.82,99.5,38.44,Asia,61.56
India,2023,Frozen Food,44284.99,"$38,861.06",51.28,908.3,55.69,Asia,44.31
Turkey,2022,Fruits & Vegetables,10766.12,"$10,972.16",182.51,118.3,32.30,Asia,67.7
Saudi Arabia,2022,Grains & Cereals,13946.56,"$16,195.95",29.15,384.9,52.54,Asia,47.46
France,2019,Bakery Items,46493.22,"$52,602.35",57.27,233.6,61.29,Europe,38.71
South Korea,2024,Beverages,16128.56,"$14,838.72",75.31,106.6,56.83,Asia,43.17
Russia,2022,Prepared Food,43572.95,"$41,125.10",140.18,821.3,57.11,Europe,42.89
India,2023,Beverages,23087.01,"$27,030.78",78.16,424.1,54.91,Asia,45.09
India,2020,Beverages,27248.63,"$23,242.07",147.17,159.0,33.27,Asia,66.73
Indonesia,2022,Meat & Seafood,27393.87,"$28,681.65",140.04,360.2,53.10,Asia,46.9
South Africa,2019,Fruits & Vegetables,43281.52,"$50,252.44",185.32,81.8,52.45,Africa,47.55
Australia,2019,Grains & Cereals,36721.58,"$40,889.92",63.82,956.4,39.92,Oceania,60.08
Japan,2022,Prepared Food,3620.29,"$3,800.30",151.72,910.1,59.25,Asia,40.75
India,2021,Frozen Food,39092.72,"$40,546.57",61.05,1332.1,46.30,Asia,53.7
Germany,2019,Meat & Seafood,7411.92,"$6,561.36",157.02,1000.4,53.01,Europe,46.99
China,2022,Bakery Items,13434.62,"$15,556.38",69.43,1266.0,34.42,Asia,65.58
Russia,2020,Prepared Food,16766.82,"$14,111.79",87.29,1249.2,32.38,Europe,67.62
Australia,2018,Prepared Food,12653.20,"$10,610.50",67.69,1173.9,69.51,Oceania,30.49
Saudi Arabia,2024,Bakery Items,19816.91,"$22,843.49",22.03,1125.4,60.82,Asia,39.18
Russia,2024,Fruits & Vegetables,48862.19,"$39,240.60",182.57,1164.7,53.72,Europe,46.28
China,2021,Grains & Cereals,1104.25,"$1,183.95",166.83,467.9,56.51,Asia,43.49
USA,2024,Frozen Food,36454.83,"$36,970.89",92.61,1282.4,42.42,North America,57.58
Brazil,2021,Prepared Food,44803.48,"$42,804.14",53.62,801.6,36.29,South America,63.71
UK,2021,Grains & Cereals,17602.49,"$20,594.52",104.77,1101.1,30.96,Europe,69.04
Canada,2022,Grains & Cereals,37200.74,"$41,753.73",57.46,1337.2,31.29,North America,68.71
Mexico,2018,Prepared Food,28281.34,"$25,850.04",64.67,474.3,51.14,North America,48.86
Germany,2024,Frozen Food,33695.26,"$38,272.43",152.54,1396.5,68.04,Europe,31.96
Mexico,2018,Frozen Food,31139.18,"$35,388.31",74.88,355.4,41.01,North America,58.99
UK,2023,Frozen Food,40742.24,"$41,870.59",130.91,269.9,32.64,Europe,67.36
Saudi Arabia,2023,Bakery Items,48092.85,"$49,579.36",177.78,902.9,51.75,Asia,48.25
Saudi Arabia,2019,Grains & Cereals,35115.79,"$34,821.66",93.46,630.4,40.40,Asia,59.6
South Africa,2022,Beverages,37881.41,"$38,285.50",75.96,693.1,52.16,Africa,47.84
Canada,2023,Dairy Products,3006.19,"$3,128.94",192.61,989.0,49.17,North America,50.83
USA,2019,Dairy Products,31107.05,"$31,908.10",27.68,824.3,50.97,North America,49.03
Mexico,2023,Fruits & Vegetables,7025.55,"$5,854.36",154.08,633.2,60.45,North America,39.55
France,2021,Frozen Food,41055.24,"$46,163.54",62.80,263.2,65.28,Europe,34.72
Russia,2021,Prepared Food,40760.94,"$44,617.65",112.68,753.1,66.46,Europe,33.54
Japan,2020,Fruits & Vegetables,27461.24,"$32,352.81",196.66,1067.4,68.78,Asia,31.22
India,2022,Dairy Products,39749.49,"$36,414.43",103.60,556.6,40.84,Asia,59.16
Argentina,2021,Fruits & Vegetables,29875.75,"$31,760.80",43.69,85.7,53.01,South America,46.99
Turkey,2018,Grains & Cereals,48194.34,"$52,444.24",63.53,869.6,60.76,Asia,39.24
China,2020,Fruits & Vegetables,4877.08,"$4,588.33",55.31,283.0,36.98,Asia,63.02
South Korea,2018,Frozen Food,15863.51,"$13,642.08",176.76,265.6,36.80,Asia,63.2
Canada,2021,Dairy Products,16562.57,"$19,826.28",196.60,1273.7,63.82,North America,36.18
Argentina,2021,Grains & Cereals,39645.51,"$41,360.79",48.33,874.9,36.69,South America,63.31
Spain,2024,Frozen Food,38121.70,"$40,311.64",198.79,604.0,68.25,Europe,31.75
Spain,2022,Dairy Products,22076.13,"$23,085.51",146.49,500.1,69.31,Europe,30.69
Canada,2018,Grains & Cereals,27125.92,"$23,214.43",196.38,721.5,51.72,North America,48.28
UK,2023,Frozen Food,43341.18,"$50,022.11",134.44,845.7,35.40,Europe,64.6
China,2022,Bakery Items,17883.92,"$20,562.78",70.73,493.1,61.99,Asia,38.01
Mexico,2023,Dairy Products,17959.47,"$17,095.59",196.54,286.9,56.39,North America,43.61
South Korea,2022,Frozen Food,44421.56,"$52,735.74",49.55,289.0,67.15,Asia,32.85
Italy,2024,Bakery Items,30882.60,"$27,595.88",97.22,250.8,56.52,Europe,43.48
Mexico,2023,Bakery Items,47661.94,"$40,313.20",147.01,173.8,57.07,North America,42.93
Saudi Arabia,2021,Beverages,38589.78,"$41,102.41",53.93,1136.3,35.15,Asia,64.85
South Korea,2019,Bakery Items,16133.77,"$17,173.33",28.34,1334.1,46.28,Asia,53.72
India,2022,Prepared Food,16898.09,"$18,118.42",169.95,151.7,63.02,Asia,36.98
France,2024,Prepared Food,41760.67,"$39,426.82",176.93,681.6,56.60,Europe,43.4
UK,2018,Beverages,15294.75,"$12,948.79",139.72,321.3,59.10,Europe,40.9
UK,2022,Grains & Cereals,46158.97,"$41,857.98",86.73,661.8,68.10,Europe,31.9
Australia,2024,Bakery Items,45135.33,"$41,771.59",173.04,1306.9,38.21,Oceania,61.79
France,2024,Dairy Products,46191.21,"$42,204.85",88.13,1012.0,58.09,Europe,41.91
Indonesia,2022,Beverages,39179.76,"$41,903.84",20.53,853.9,55.68,Asia,44.32
Russia,2024,Grains & Cereals,26250.32,"$25,541.43",116.24,536.7,42.45,Europe,57.55
Italy,2018,Meat & Seafood,14971.00,"$14,851.57",41.03,471.2,51.94,Europe,48.06
Italy,2023,Bakery Items,30733.72,"$33,769.58",120.73,1189.9,61.70,Europe,38.3
Indonesia,2020,Frozen Food,12872.90,"$14,389.09",51.67,482.9,32.04,Asia,67.96
Canada,2024,Meat & Seafood,4882.01,"$4,313.83",180.47,1137.1,43.28,North America,56.72
Mexico,2022,Frozen Food,10530.07,"$9,172.97",136.90,511.7,55.72,North America,44.28
India,2019,Frozen Food,41436.19,"$47,060.96",60.12,656.1,65.07,Asia,34.93
China,2023,Beverages,48055.47,"$55,114.24",187.57,499.7,63.20,Asia,36.8
Italy,2019,Prepared Food,30533.92,"$35,859.64",84.32,523.9,36.06,Europe,63.94
China,2020,Frozen Food,23132.37,"$22,896.66",73.54,545.8,65.67,Asia,34.33
China,2023,Meat & Seafood,8890.90,"$9,996.09",151.08,523.3,58.67,Asia,41.33
South Korea,2021,Fruits & Vegetables,24188.93,"$24,435.03",143.67,303.3,37.61,Asia,62.39
India,2018,Dairy Products,16990.14,"$17,413.05",85.81,644.9,69.58,Asia,30.42
UK,2024,Bakery Items,6558.35,"$5,615.49",57.99,1049.7,56.60,Europe,43.4
Italy,2023,Dairy Products,37860.05,"$41,876.10",27.72,631.1,65.08,Europe,34.92
Mexico,2022,Dairy Products,2835.61,"$2,322.24",64.81,1090.5,39.70,North America,60.3
Germany,2021,Meat & Seafood,40465.31,"$36,708.00",175.49,1316.9,69.86,Europe,30.14
Germany,2021,Frozen Food,45273.31,"$41,425.00",140.42,1230.1,62.18,Europe,37.82
Brazil,2019,Fruits & Vegetables,12175.41,"$12,256.12",117.20,461.0,69.40,South America,30.6
France,2020,Prepared Food,44669.12,"$48,458.67",79.45,26.7,54.77,Europe,45.23
Canada,2023,Grains & Cereals,15877.32,"$17,233.58",84.86,46.3,33.70,North America,66.3
USA,2024,Frozen Food,6575.91,"$6,249.36",118.44,635.7,63.01,North America,36.99
Russia,2023,Beverages,28516.52,"$26,477.35",110.39,1151.4,43.30,Europe,56.7
South Korea,2024,Beverages,2971.47,"$3,030.60",39.05,352.1,45.35,Asia,54.65
Brazil,2020,Prepared Food,40147.89,"$33,275.99",151.63,857.0,60.92,South America,39.08
South Africa,2023,Beverages,24558.37,"$28,500.24",140.45,576.2,58.53,Africa,41.47
Spain,2020,Fruits & Vegetables,1089.46,"$1,083.93",78.59,412.6,46.61,Europe,53.39
South Africa,2024,Prepared Food,13227.42,"$14,726.89",179.67,16.9,41.71,Africa,58.29
China,2023,Meat & Seafood,19338.41,"$20,365.97",190.10,424.7,31.52,Asia,68.48
China,2021,Meat & Seafood,4036.49,"$3,560.08",88.34,279.3,68.76,Asia,31.24
Russia,2023,Grains & Cereals,1207.37,"$1,390.41",128.87,1061.2,67.48,Europe,32.52
Italy,2020,Grains & Cereals,23225.05,"$26,503.44",52.02,494.0,46.13,Europe,53.87
Italy,2024,Fruits & Vegetables,2474.83,"$2,663.13",91.22,1382.2,58.15,Europe,41.85
USA,2019,Dairy Products,40559.42,"$44,726.11",179.04,565.3,30.80,North America,69.2
Russia,2023,Meat & Seafood,4618.68,"$5,138.08",69.78,280.4,53.06,Europe,46.94
India,2023,Beverages,1634.45,"$1,960.97",71.68,23.2,54.52,Asia,45.48
France,2023,Beverages,45126.17,"$49,357.92",156.41,1162.4,33.92,Europe,66.08
Spain,2021,Meat & Seafood,45374.16,"$46,143.90",182.49,1199.9,64.61,Europe,35.39
Argentina,2020,Beverages,48449.26,"$47,672.60",136.74,331.4,51.84,South America,48.16
Spain,2024,Prepared Food,1732.31,"$1,610.76",195.49,685.0,66.98,Europe,33.02
Indonesia,2024,Dairy Products,18682.94,"$16,863.27",69.90,1362.3,67.05,Asia,32.95
Germany,2021,Dairy Products,13763.66,"$13,534.15",159.82,1279.5,59.98,Europe,40.02
Turkey,2021,Fruits & Vegetables,21211.62,"$22,934.32",23.56,463.0,52.05,Asia,47.95
Spain,2021,Meat & Seafood,34559.81,"$30,645.51",160.72,744.6,41.14,Europe,58.86
France,2020,Dairy Products,6103.15,"$5,286.27",105.48,998.8,44.34,Europe,55.66
